Text,Label
Former minister Micky Pacheco goes public with the letter from #GMC asking him to remain home quarantine for suspected #coronavirus infection.#prime HTTPURL,INFORMATIVE
@USER Speaking of Intelligence community. .. Interesting also 1st recorded death from Coronavirus in US was at Evergreen Health in Washington... Just up the road from Ft Belvoir HTTPURL,INFORMATIVE
"#COVID-19 is not only challenging global health systems, but testing our common humanity. Gender equality &amp; women’s rights are essential to getting through this pandemic together, to recovering faster, and to building a better future for everyone. #GBAplus HTTPURL",UNINFORMATIVE
@USER Another 10 new cases in Lagos and abuja making the total of 22 covid 19 cases confirmed in Nigeria. Avoid unnecessary outings and stick to the preventive measures. @USER #COVID19NIGERIA HTTPURL,INFORMATIVE
US deaths is COVID-19 skyrocketed to 5k in almost a week. Goodness gracious.,INFORMATIVE
"HTTPURL | Ekurhuleni clinic closed after nurse tests positive for Covid-19: The Duduza Clinic in Nigel, Gauteng, is closed indefinitely after a nurse tests positive for Covid-19. HTTPURL HTTPURL",INFORMATIVE
"CBC: British Prime Minister Boris Johnson was admitted to hospital for tests on Sunday in what Downing Street said was a ""precautionary step"" because he was showing persistent symptoms of coronavirus 10 days after testing positive for the virus. HTTPURL",INFORMATIVE
"The last episode of this #TrumpTrumanShow is all about #coronavirus Trump's #EpistemologicalNihilism is crashing into #BruteReality @USER , #MasterOfTheHerd cant handle the Truth #TruthIsTheTruth no #AlternativeFacts no #TruthIsNotTheTruth Nietzsche's #OnTruthAndLying",UNINFORMATIVE
"🇮🇷 Iran #Covid19: Under control, and improving slightly, contagion. Est. 0.54% of pop. infected. Lot worse to come. Proj. death toll 9,600 in ~95 days. 🕓 13/04 1/4",UNINFORMATIVE
"Correction: Kodagu man who recovered showing Covid-19 symptoms again. “We have sent the samples for testing to Mysuru. There is no need to worry as he was in home quarantine,” said Kodagu DC Read more: HTTPURL HTTPURL",INFORMATIVE
To: @USER @USER @USER There better be a Congressional Investigation into #Trump's handling of the #coronavirus in the US #Trump has sabotaged and obstructed attempts to protect American lives with his lies and his incompetence #TrumpVirusCoverup,UNINFORMATIVE
"#COVIDー19 Data just came from Italy. Number of deaths in one day: 793. In Spain, the number of dead in a day: 285 please #stayathome HTTPURL",INFORMATIVE
"As some of you know, we've been doing Instagram Live sessions Monday to Friday to help answer your questions and give advice as you try to navigate life during the COVID-19 crisis. Here is a podcast with our first week of sessions in case you missed it: HTTPURL HTTPURL",UNINFORMATIVE
"Incomplete list of what Trump's letter to @USER reconfirms: - He's devoid of any etiquette. - He's spuriously passing the buck. - To him, #COVID19 is 100% politics, 0% public health. - The size of his signature is inversely proportional to the remaining cognitive capacity. HTTPURL",UNINFORMATIVE
The current state on Boston's COVID-19 cases: the cases are related to Biogen meeting in Marriott Long Wharf from 24-27 Feb. HTTPURL,INFORMATIVE
"There are an estimated 100 million malaria cases with over 300,000 deaths per year in Nigeria. This means that the mortality rate of malaria is in Nigeria 0.3% right? And it’s not communicable, it has a treatment and cure so how is it deadlier that covid19?? HTTPURL",UNINFORMATIVE
"#WATCH Chhattisgarh: A policeman, Abhinav Upadhyay sings a song to spread awareness about #COVID19 in a residential area of Civil Lines in Bilaspur. A woman had tested positive for the disease in the city after returning from Saudi Arabia. There are 7 COVID-19 cases in state. HTTPURL",INFORMATIVE
"An approach for confronting #COVID19 that relies more on case containment strategies than broad mitigation (as WSJ advocates) depends on massive screening. It's why lack of screening capacity, PPE, and test supply chain become critical challenges to solve. HTTPURL",UNINFORMATIVE
"Known cases of coronavirus in Fairfax County have nearly doubled in span of three days; Northam says those not adhering to social distancing ""are putting every single one of us in Virginia at risk"" HTTPURL",UNINFORMATIVE
"When you’re finally starting to feel a bit better after a week of a suspected covid-19 infection and they tell you that Maccas is about to close for several weeks, you go large. HTTPURL",INFORMATIVE
"Philippines Government after the attacks on its Doctor's &amp; Policemen has declared shoot at sight on such inhuman criminals, those attacking Doctor's and Policemen should be dealt with harshest punishment..@USER @USER #coronavirus",UNINFORMATIVE
"5/ The PCR test is being promoted for Covid19. It tests for the presence of the virus. BUT the blood test which measures antibodies which form in persons who were infected, healed and have immunity is a more useful test. It measures #HerdImmunity. Why is blood test not done? HTTPURL",UNINFORMATIVE
"@USER Italy numbers seem to have been skewed ! “On re-evaluation by the National Institute of Health, only 12 per cent of death certificates have shown a direct causality from coronavirus...” About 500 the true number then? Dafuk HTTPURL",UNINFORMATIVE
The patient lives in New York and works at Danbury Hospital. She has been in self quarantine since Wednesday and her test came back positive tonight. The state has one kit that contains 600 tests. Gov. Lamont has requested more. @USER #coronavirus #nbcct,INFORMATIVE
"Pastor Kenny Baldwin has tested positive for COVID-19, but is on the upswing! Please pray for this dear brother who is a close friend and a hero to thousands. Let’s uphold his precious family and church family in our prayers. Updates here:HTTPURL HTTPURL",INFORMATIVE
"#2WeeksAfter 👉🏻 If you have been infected with the #COVID19 then, ⚠️ TWO WEEKS AFTER your worst symptoms have passed you are still able to pass on the virus on to others. #COVID19 Be safe, Stay safe. Practice #HealthyHabits #2WeeksAfter",UNINFORMATIVE
WYD?!: Casanova Gives Suspect Explanation As To Why He Was Outside During Coronavirus Outbreak HTTPURL,UNINFORMATIVE
Remember the coronavirus came from China so it should be pronounced ”COLONAVILUS” #coronavirus #MAGA #KAGA2020 #TrumpPence2020 HTTPURL,UNINFORMATIVE
Commander 80 Brigade Brigadier Faisal was performing duties at Astore Transit Camp to monitor the Coronavirus related operation in Astore. The Commander was actively assisting the district administration in creating awareness and enforcing lockdown in Astore. HTTPURL,UNINFORMATIVE
"The 9th patient in Chhattisgarh too has now recovered and is ready to go home. As of now there is only one person in Chhattisgarh who has COVID19 and he too is looked after by the team of expert doctors, everyone else has been cured! HTTPURL",INFORMATIVE
"Jenny McGee is a nurse who helped Bo Jo the clown, she's from New Zealand the far right need to think about that the next time they go on one of their little Nazi walks! New Zealand who only have 4 Covid19 deaths. They got it right 👍🏻 #COVID19",INFORMATIVE
"I’m happy to report that I extubated an 88 year old man with COVID-19 pneumonia today after 3 days of resp. failure. I had done a #TAVR on him 3 days ago as a fellow. #Coronavirus, bring it!",INFORMATIVE
"A San Diego biotech company is developing a Covid-19 vaccine in collaboration with Duke University and National University of Singapore. – Tulsa County’s first positive COVID-19 case has recovered. This individual has had two negative tests, which is the indicator of recovery.",INFORMATIVE
"@USER @USER Even w/social distancing, ""Allah"" is taking out Iranians at the second highest rate of death! Coronavirus cases Place Cases Deaths Recov'd Rate China 80928 3245 70420 .040 Italy 41035 3405 4440 .082 Iran 18407 1284 5979 .069 Data from: NHS",INFORMATIVE
@USER Agree. We’re wrecking our economy now because politicians would rather be able to say they erred on the side of caution. Make no mistake. This is politics and media Scare-mongering. Personal bet: coronavirus cases will be &lt; seasonal flu cases.,UNINFORMATIVE
2 diplomats in #Afghanistan contract #coronavirus. Health Minister Feruz says the foreigners are in quarantine at their respective embassies &amp;will be shifted to Bagram for treatment. He didn’t reveal more info and said confirmed COVID-19 cases in the country rise to 34.,INFORMATIVE
1 835 cases in Norway – 7 dead. (Norwegian numbers are under-reported.) 1 595 cases in Sweden – 16 dead. (Swedish cases are under-reported.) 159 million could die. 12 countries closing borders. #coronavirus,INFORMATIVE
"HOUSTON, WE HAVE A PROBLEM 👇 Local health officials confirmed four more cases of the new coronavirus, all in Harris County, as the feared disease began taking hold in the Houston area. HTTPURL",INFORMATIVE
@USER @USER Cuomo has already publicy stated that it is ONLY Gates whose advice he listens to on COVID19.,UNINFORMATIVE
There are now 54 identified #COVID19 cases in RI. Gov. Raimondo has activated the RI National Guard to assist in the response. I am working to ensure the federal gov’t covers National Guard costs for RI &amp; every state that needs them.,INFORMATIVE
"#coronavirus #COVID19 death rate China: 3.8 South Korea: 0.6 Iran: 2.6 Italy: 4.2 Germany: 0.0 France: 1.4 Japan: 1.4 Spain: 2.0 USA: 4.7 Switzerland: 0.4 UK: 1.2 If you take out China which has many more hidden cases and us for its slow testing, the death rate is ~1",UNINFORMATIVE
"@USER @USER 1 week ago today (March 14), there were only 115 cases of CoVid in FL. Today, last count was at 763... that is a 563% increase in 1 week due to your “slave to Trump” incompetence. Imagine next Saturday if there is another 563% increase-we will be at 9300+. Resign",INFORMATIVE
"More info on region's 2nd COVID-19 case, Cornwall tax deferral on the table and fewer Cornwall Transit buses. More in your Newswatch COVID-19 Digest: Friday, March 20, 2020 #CornwallON HTTPURL HTTPURL",INFORMATIVE
"Per @USER , as of today at least 23 employees throughout entire Dept. have tested positive for #Covid19. This news comes just hours after the 1st deputy death from it. Pic provided by #RSO shows procession for Deputy Terrell Young, who died overnight. @USER HTTPURL",INFORMATIVE
"This was my thought about USCAP 2020, the largest conference of pathologists worldwide, proceeding in LA despite a coronavirus outbreak in LA County. It reinforced my suspicions of just how out of touch Pathology as a field has become with clinical medicine and public health.",UNINFORMATIVE
"This president can’t help himself. His psychological pathology is on full display. He knew about this Novel Coronavirus in December and did nothing positive. All he cares about is getting attention, being a powerful change agent even if it’s for BAD change for Americans &amp; USA.☹️",UNINFORMATIVE
"NBC staffer who contracted coronavirus dies: In a memo to staff, NBC Chairman Andy Lack told staff that ""longtime member of our NBC News family"" Larry Edgeworth died after testing positive for the coronavirus. HTTPURL",INFORMATIVE
"Lowe's employee with #COVID kept working 2 weeks Read this. Now they're saying if u were exposed to an infected person &lt; 10 min, nothing to see here. WTF. This shit being made up on the fly #hoaxvirus #virushoax #chyna #china #FauciFraud #BillGatesIsEvil HTTPURL",UNINFORMATIVE
"Several friends of mine in the NE U.S. think it's like they had COVID in Jan-Feb, ranging from a mild cold to a nasty bug. Shook it off. Can't prove this; no tests and not bad enough for the doc. Won't show up in the case denominator. They won't talk about it either.",UNINFORMATIVE
"Coronavirus = F'N Twi-light Zone Jamie Dimon had a dream that coronavirus killed Davos attendees ""I had this nightmare that somehow in Davos, all of us who went there got it, and then we all left and spread it,"" HTTPURL",UNINFORMATIVE
"@USER Doesn’t pass the eyeball test. Nor does India - 1.5 billion people over there in a phone booth, and only ~200 cases of coronavirus. Makes no sense.",INFORMATIVE
For a better history and understanding of the current Virus know as Covid-19 do look at this REAL research and not Political and media hype. There 98% recovery rate. Measles easier to get than this. HTTPURL HTTPURL,UNINFORMATIVE
"Obviously there were other things said in that convo but I am not trying to get her in any type of hot water... She’s getting faxed every two hours from Fed, Prov., College of Physicians, OMA, etc with sometimes diff. info #solidaritycovid19 #COVIDOntario #coronavirus #COVID2019",UNINFORMATIVE
"Hand Sanitizer or hand washing which is better against Coronavirus? Because Soap has mild antibacterial properties, but it does not kill viruses. Please use Kazima sanitize &amp; Aloe Vera Gel. Distributor &amp; Wholesaler Enquiry: Delhi- +91-7303128760 HTTPURL",UNINFORMATIVE
"Covid-19 has claimed more victims in New York than any other state. New York has reported 210 deaths &amp; 25,667 cases, nearly half the 53,541 reported cases in the United States.",INFORMATIVE
Today I spoke on phone with women currently in detention in Yarls Wood. There is a now a confirmed Coronavirus case there. The women have all been given one mask and one pair of gloves each and told to wear those when they go out of their rooms. 1/3,INFORMATIVE
"#COVIDー19 ""The entire point of Home Affairs was to unify previously disparate security functions; a tough-as-teak, bespoke super-portfolio dedicated to the task. Hundreds of virus cases &amp; multiple deaths later, all we’ve got is excuses."" @USER HTTPURL",UNINFORMATIVE
"If this COVID19 spreads the way they say it does, it means most people have/ had it already. In December alone I was in 4 countries, 4 airports, &amp; spoke with a bag of people. Now, imagine restaurant staff, taxi/bus drivers, border control agents, duty free staff, 🛩cabin crew etc",UNINFORMATIVE
Nigeria just announced 10 new Coronavirus cases. I don’t know what the govt is thinking. But a partial ban of a mere 13 countries is NOT GOOD ENOUGH. Coronavirus is now in 186 countries. And at least 70 of them having 100 cases and counting. Pls RT #NigeriaNeedsATOTALTravelBan,INFORMATIVE
"#HealthFitnessMontgomeryCountypennsylvaniaCoronavirus Gov. Wolf extends stay at home order to all of Pennsylvania; COVID-19 cases top 5,800 HTTPURL HTTPURL",INFORMATIVE
"BREAK: More awful news from Spain. 394 coronavirus deaths, up 30% in past 24 hours, 600 new deaths in Italy😒",INFORMATIVE
Are you practicing #SocialDistancing ? Are you keeping at least 2 metres/ 6 feet away from others to help prevent the spread of #COVID19? 💙#StayHomeSaveLives 💙#StaySafe 💙#NHSThankYou,UNINFORMATIVE
Companies are currently cutting hours and staff in certain areas affected by #Covid_19. Shops like Primark are closing which means the factories that produce their goods have lost contracts thereby negatively impacting on the wages and jobs of staff.,UNINFORMATIVE
"LONDON (Reuters) - Prince Charles, the 71-year-old heir to the British throne, has tested positive for coronavirus but is in good health and is now self isolating in Scotland with mild symptoms. HTTPURL via @USER",INFORMATIVE
"Also, how about considering and including asymptomatic carriers in high risk areas with a view to preventing asymptomatic spread of #SARS_CoV_2? Recall: 1/2 of confirmed cases of #COVIDー19 in Iceland were asymptomatic carriers. Well done, Dr @USER 🙏❤ We #keeppushing",UNINFORMATIVE
"Migrant labourers in Gaziabad were sprayed with Sodium Hypochlorite solution (bleach) to sanitize them. Meanwhile, Kanika Kapoor has been tested for Covid-19 for the 5th time in 10 days. There are privileges even in the face of death &amp; disease.",INFORMATIVE
Once this Coronavirus hits Florida the death toll will be worse than Italy. I wish the moron President would build his godforsaken wall around the Sunshine State and protect my 93 year old in laws. We need to seal them off #CoronaVirusFlorida #Pandemic,UNINFORMATIVE
I went to Tesco's to get petrol it's Sunday 9am the car park is packed and 100's of people are queuing right up to the doors after the advice on social distancing I can confirm it's being ignored...we are doomed #COVID19,UNINFORMATIVE
"Top story: @USER 'Matt Hancock - 4 Doctors have died &amp; some nurses Donna Kinnair(Royal College of Nursing) - They're not even counting the nurses, Matt... #bbcqt #COVIDー19 ' HTTPURL see more HTTPURL",INFORMATIVE
NY Gov Cuomo said at today's press conference that 74% of coronavirus patients who have been in hospitalized in NY state have been discharged (good news) HTTPURL,UNINFORMATIVE
@USER Uganda has confirmed its first case of #COVID19 on an returning Ugandan who had fever and loss of appetite but no other symptoms. Test done on swabs confirmed he has SARS-COV-2 as announced by the MOH of #Uganda👇🏾 #CoronavirusinUganda #CoronavirusPandemic #coronavirusinafrica HTTPURL,INFORMATIVE
Former Man Utd midfielder @USER tests positive for Covid19 in China. He was in Maldives 8 days before reach to China. @USER should do contact tracing at @USER @USER @USER @USER @USER #COVID19 #Fellaini HTTPURL,INFORMATIVE
"#SocialWorkers and other #HSCPs are critical to management of #COVID19 Great interview with Amanda Casey, Head Medical Social Worker @USER on how #COVID19 has affected the job and role of social work @USER #localheroes HTTPURL",UNINFORMATIVE
"Asmara, 07 April 2020- Nationals inside the country and abroad have contributed over 1.2 million Nakfa and 171 thousand Riyals to bolster the #Eritrean Government’s measure to contain the spread of COVID-19. 🇪🇷 #EritreaFightsCOVID19Down👇@USER HTTPURL HTTPURL",UNINFORMATIVE
"#Japan still intends to host the 2020 Olympics in the midst of coronavirus. Japan's qualifications include enabling the infection of 706 tourists on the Diamond Princess, and not testing many Japanese suspected of being infected. #BestPractices . HTTPURL .",INFORMATIVE
"@USER @USER @USER @USER @USER @USER But don’t forget, if you die of heart disease or cancer but have the Wuhan in your system your death certificate will say death BY Covid-19. Dying WITH the Wuhan is different than dying FROM the Wuhan. So the statistics, esp. in NY, will be skewed.",UNINFORMATIVE
"The Lorain County Health Commissioner, David Covell, informed Mayor Zilka that there are five cases of the covid-19 in Avon Lake as of today. The first case was reported on Wednesday. All five are in quarantine at home. #AvonLake #Covid_19 HTTPURL",INFORMATIVE
"Leo Varadkar says it now seems Ireland will not now reach 15,000 cases of Covid-19 by the end of the month - this is partly based on the lower growth rate over last week (ave daily 25% increase in total cases, instead of 33%) - this trajectory would be ~6,000 by March 31. BUT…",UNINFORMATIVE
"Aryeh Even, 88-year-old #Holocaust survivor, is named to be Israel’s first #coronavirus fatality. Born in Hungary, he had 4 children, 18 grandchildren, and a great-grandchild. HTTPURL",INFORMATIVE
Direct renin inhibitors needs to be studied invitro for COVID19 and it is much better option for downregulating ACE2 and at same time decreasing conventional RAAS inflammation pathway. Am I the first one to say this? HTTPURL,UNINFORMATIVE
Five things to help stop the spread of coronavirus 1. Wash your handsFlexed biceps 2. Cough/sneeze into your elbow 3. Don't touch your face Straight ruler 4. Stay more than 3ft (1m) away from others House with garden 5. Stay home if you feel sick #CoronaFreePakistan,UNINFORMATIVE
"Why are people acting like its suspicious that celebs such as Idris Elba are being tested for covid with no symptoms yet the general public aren't? You lot are aware you can PAY to be tested, right? It's just under £400 and I'm sure Idris has that.",UNINFORMATIVE
#NewsAlert: Broward County authorities confirm 2 ‘presumptive positive’ #COVIDー19- cases #Coronavirusflorida HTTPURL,INFORMATIVE
"So IT consultant Daren Bland fell ill after skiing in Austria, Jan 15-19. He passed on infection to family in Maresfield, East Sussex, then many local kids fell sick before Feb half-term. First official case of Covid-19 in East Sussex: March 13. That's a lot of missing data...",INFORMATIVE
"@USER Trump's lying his ass off. He's not stemming the spread of the virus by shutting borders. He ignored the spread once we had cases in the US because he didn't test. Today in NY alone: 7,152 cases of covid19; 2,950 new positive cases. 4,408 cases in NYC. 18% hospitalized",INFORMATIVE
"PHOTOS: City of Manila - Manila Risk Reduction and Management Office visited PUP Sta. Mesa for a campus-wide disinfection operation on March 20, 2020. This is in response to the rising cases of COVID-19 in the country. HTTPURL",UNINFORMATIVE
"#Coronavirus Easter peak for virus? Matt Hancock was asked &amp; said..“Im not going to steer you away from that “ Stay home. Exclusive: UK's worst case coronavirus toll is 50,000 dead but UK is not on course for that - source | Article [AMP] | Reuters HTTPURL",UNINFORMATIVE
"As some of you guys might remember, when we were also invited to come on the kill Connor club, they also delayed that recording day because they were scared we would out shine them... I suspect this whole coronavirus thing is a cover... but you guys make your own conclusions 😉",UNINFORMATIVE
"@USER @USER @USER A person who visited the nursing home in Kirkland flew back to NC and was confirmed as being infected with coronavirus. The infected person is in Wake County, NC and now today it has been announced that there is a second person with coronavirus in Chatham County, NC.",INFORMATIVE
"Earn ₦ 500 and get a fast, affordable loan with Branch! Get the Branch app: HTTPURL Be sure to enter my promo code r8ox0c to get ₦ 500 in credit after repaying your first loan. You make money I make money.😤 #WorldHealthDay #COVID19 #lockdowneffect",UNINFORMATIVE
It took four and a half months for the new coronavirus to hit 1 million confirmed cases — and two weeks to double that. HTTPURL,INFORMATIVE
ENDS today... Will's Wild Adventures - - Trouble at Beaver Dam! 🏞️🌀🌧️ Download for FREE &gt;&gt;&gt; HTTPURL #kidsbook #ChildrensBooks #BedtimeStory #Coronavirusireland #CoronaIreland #Schoolsout #coronavirusuk #COVID19,UNINFORMATIVE
If #MiniMike really cares about this Country he would give a Billion to Nashville to help them recover! A Billion to fight CoronaVirus! A Billion to help Veterans! A Billion to help the Homeless! A Billion for Infrastructure! It wd not put a dent in his,UNINFORMATIVE
3 Ohioans test positive for coronavirus Ohio Gov. has declared a state of emergency 'What’s happened is the game has changed on us and we’ve got a bigger risk than we’ve had in the past and we need to treat that appropriately' @USER reports HTTPURL HTTPURL,INFORMATIVE
@USER Agree New York shortened the waiting period for unclaimed bodies from 30 days to 14 days...that's the reason for mass graves. #coronavirus #FactsNotFear,UNINFORMATIVE
Third of Sacramento coronavirus cases linked to church events - Los Angeles Times. Pathetic! HTTPURL,INFORMATIVE
Me too. Daughter in Georgia waiting on COVID-19 testing of her 14 yr old son. He's been diagnosed w/bilateral Pneumonia. Negative for strep &amp; flu. SEVEN DAY WAIT ! ! ! WTF??? 7 days... of worry &amp; stress &amp; isolating him from 4 siblings &amp; 2 parents (already exposed)😱😱😱😱😱,INFORMATIVE
"Oklahoma now has its first #COVID19 case. Colorado and Nebraska already have theirs - you know Missouri is next, ‘cause #kansas is always last when it comes to whatever the new thing is ;-)",INFORMATIVE
"Coronavirus: Hong Kong’s single-day record of 48 new cases signals full onslaught to come.”It was possible that people gathering at Lan Kwai Fong without wearing masks were spreading the coronavirus,.. or transmitted in the yoga centre’s changing rooms.” HTTPURL",INFORMATIVE
"Update: The Georgia Department of Public Health issued its second report of the day (noon and 7 p.m.) which indicates 555 positive cases of COVID-19 in Georgia and 20 deaths. In Coweta County, 8 cases, 1 death. #Newnan #Senoia #SharpsburgGA HTTPURL HTTPURL",INFORMATIVE
"@USER @USER @USER @USER 39,000 is 23.628344319504% of 165,056. So yeah nearly 1 in 4 covid deaths are in the US. We are nearly 25% of total reported world COVID-19 deaths.",INFORMATIVE
"Apple’s failure to make a #coronavirus #emoji is making me question my allegiance. It’s a no-brainer. Seriously though, if you are an #addict in #recovery like me go to an on-line meeting, call your sponsor/sponsee. ❤️🥃❤️🍸❤️🍺🚭🚭🚭🚭",UNINFORMATIVE
"If you are here in West Yellowstone, Montana, take a drive. HTTPURL information in several great scenic drives, including ""Around The Block"". A scenic drive is a great way to enjoy the area and still practice social distancing to prevent the spread of COVID-19. HTTPURL",UNINFORMATIVE
"Lockdown Imposed in China's Henan Province After Fresh Cases Emerge Curfew-like measures came into effect on Tuesday, with some 600,000 people told to stay home, the county government's Weibo account said. #Coronavirus #covid19 #wuhan #covid19chn",UNINFORMATIVE
The ECB Board has today agreed that no professional cricket will be played in England and Wales until at least May 28 due to the COVID-19 pandemic. Via @USER #Cricket #Covid19,UNINFORMATIVE
in the wake of the escalation in the transmission of #Covid_19 and owing to the immediate requirement offurther preventive measures for #socialdistancing; in continuation of the Emergency alreadydeclared under Section 16(A)(1) of the National Disaster Management Authority @USER HTTPURL,UNINFORMATIVE
Weeks of zero reported COVID 19 cases in the Philippines. Social media makes noise about under-reporting of COVID 19 cases in the Philippines. DOH immediately announces one case after the other after the other after the other. OK.,UNINFORMATIVE
"As of now, 3.34 lakh PPEs available in various hospitals across the country. About 60,000 PPE kits already procured&amp;supplied by Govt. Indian Red Cross Society has arranged 10,000 PPEs from China which have also been received&amp;are being distributed: Government of India. #COVID19",UNINFORMATIVE
"Each inmate treated for illnesses associated with the coronavirus has ultimately proved to be “something else,” according to the sheriff’s office. #COVID19 #publicsafety HTTPURL",UNINFORMATIVE
"An Taoiseach, @USER at Dáil Éireann: “ I want to take this particular opportunity to express my condolences, and those of the house, to the families and friends of the 444 people who have died as a consequence of coronavirus in Ireland to date. #COVID19ireland",INFORMATIVE
OJ will kill the coronavirus like he killed Nicole and Ron. scumbag,UNINFORMATIVE
"Italy will start today to lift its lockdown after experiencing the lowest number of #COVID19 deaths for three weeks. Baby clothes shops, book shops and launderettes will be the first to be allowed to open. Let’s pray there’s no sudden second wave of virus spread.",UNINFORMATIVE
"One million N95 respirator masks is sending to #NewYorkCity, New York Gov. Andrew Cuomo said as #COVID19 confirmed cases have surpassed 10,300 across the state with 3,254 new cases. At least 1,803 new cases in New York City alone for a combined total of 6,211. HTTPURL",INFORMATIVE
"Well...""Tump"" was telling the truth. The MSM is carrying the water of the Chinese communist government (CCG). By calling it Covid-19 they are selling propaganda of the CCG.",UNINFORMATIVE
"NYC Mayor Bill de Blasio says there are now 5,151 confirmed cases of coronavirus in the city, accounting for about 1/3 of the overall U.S. total. He says, ""We are now the epicenter of this crisis.""",INFORMATIVE
ACT rescheduled its 4/4 test to 6/13 across the U.S. in response to the spread of the coronavirus. All students registered for the 4/4 test will receive an email with instructions for free rescheduling to June 13 (or a future test date). #ACTPrep #ACTProTip #testprep HTTPURL,UNINFORMATIVE
DC has announced its first coronavirus-related death: a 59-year-old man who was admitted to the hospital last week. The Mayor will hold a press conference at 3pm today.,INFORMATIVE
President Trump ordered General Motors on Friday to make ventilators for U.S. hospitals treating COVID-19 patients⁠—10 days after the company said it was already rushing to make the devices HTTPURL by @USER HTTPURL via @USER,UNINFORMATIVE
"via @USER Centennial Chinese Man Becomes the Oldest Person to Beat Coronavirus – Reports: MOSCOW (Sputnik) - A 100-year-old Chinese man has been discharged from a hospital in Wuhan, becoming the oldest person to recover from the new coronavirus… HTTPURL HTTPURL",INFORMATIVE
@USER @USER @USER REVISED: #CapeVerde has today Friday confirmed its first #coronavirus case in a 62-year-old British national. #Angola has also confirmed its first case. Only 18 countries out 54 in #Africa are virus-free at the moment HTTPURL,INFORMATIVE
"@USER @USER Covid has become the #3 killer in US as of yesterday. Will be #1 by next week, twat",UNINFORMATIVE
"UPDATE: In addition to Life Care in Kirkland, residents in two other senior-care facilities in the Seattle area have tested positive for coronavirus. One facility is in Seattle and the other is in Issaquah, about 15 miles east of Seattle.",INFORMATIVE
"@USER COVID-19 deaths in the US have exceeded the number of China. It is solely caused by US govt’s mishandling. Wuhan imposed a lockdown on Jan. 23, sending a clear warning. The US only had 1 confirmed case then and there was time. Trump administration has failed the American people.",UNINFORMATIVE
#COVID19 【France🇫🇷】230 new cases and 2 new deaths in France France now has 653 coronavirus cases.,INFORMATIVE
"So far, at least 155 sailors aboard the USS TR have tested positive4coronavirus. ""You are the one putting them at risk with your incompetence&amp;not listening2his advice"" Acting Navy Secretary Thomas Modly accused Crozier of putting his sailors “at risk.” HTTPURL",INFORMATIVE
Today's front page of The National ... UK records highest daily coronavirus death toll in Europe + More than 400 care homes in Scotland 'likely hit by virus' HTTPURL,UNINFORMATIVE
"Coronavirus daily news update, April 5: What to know today about COVID-19 in the Seattle area, Washington state, and the nation HTTPURL via @USER",UNINFORMATIVE
"At least two Lincoln nursing homes took steps to protect their residents Friday evening, after Gov. Pete Ricketts confirmed Nebraska's first case of COVID-19. HTTPURL",INFORMATIVE
"New York City Transit alone now has nearly 900 subway and bus employees who have tested positive for COVID-19, writes MTA chairman Pat Foye. HTTPURL",INFORMATIVE
"Attention: The April 8, 2020 Design Review Board meeting has been cancelled. In light of the COVID-19 situation and due to the fact that there are no pressing or controversial requests on the agenda, the items on the April agenda have been moved to the agenda for May 13, 2020.",UNINFORMATIVE
Can policymakers engineer a recovery from the coronavirus? Read thoughts from our Sonal Desai: HTTPURL,UNINFORMATIVE
"🔴In Istanbul Çaglayan Justice Palace the judge's spouse tested positive for coronavirus 🦠After the judge of the sixth Court of Peace in Çağlayan, B.L.'s thirty five years old banker spouse tested positive for coronavirus, court staff and and the judge are quarantined. HTTPURL",INFORMATIVE
"Poor Italy. #Coronavirus deaths increased by more than 100 since yesterday in the #Lombardy area alone. This region, including Milan and Venice, is now under quarantine until early April. #COVID19 HTTPURL",INFORMATIVE
"More than 4,800 health-care workers in #Italy have been infected by #coronavirus, or about 9 percent of the country's total cases, the nation's National Health Institute says. #Coronavirusupdate",INFORMATIVE
"Today I had a heartbreaking conversation with a family in #Queens. Three adults in the household who are monolingual Spanish-speakers: two seniors, one a cancer survivor, and their adult child in school. They all have COVID. @USER @USER #COVID19 #covid19nyc 1/",INFORMATIVE
"A doctor is Bihar rapes a #COVID infected woman in hospital. Woman dies! Source ; #Kannada 📺 channel @USER at around 7: 55 AM, this morning! #coronaupdatesindia",INFORMATIVE
"Scrutiny over #NewYork #Covid19 response has deepened after Governor Andrew Cuomo announced that the state recorded its highest single-day increase in virus deaths on Tuesday. The 731 deaths reported brought the total to 5,489 deaths and 138,836 infections. HTTPURL",INFORMATIVE
"Wow! New York State has not allowed doctors to prescribe Hydroxychloroquine. If Chris Cuomo actually has COVID-19, you can bet he's taking it. You'd think with the massive amount of cases in New York, Andrew Cuomo would approve it.",UNINFORMATIVE
"I’m quarantining in a county on Lake Erie that has just 5 cases of #coronavirus and its one of the nicest days of the year, 70s and sunny. Everyone is out, playing golf, fishing, fast food drive thrus packed, Walmart Target parking lots full. Its business back to normal here",INFORMATIVE
The gaffa is self isolating for 7 days after showing mild symptoms of coronavirus temperature cough and a sore throat stay safe people this is real #StayHomeSaveLives #BeatTheVirus #WashYourHands,INFORMATIVE
"@USER Trump's lying his ass off. He's not stemming the spread of the virus by shutting borders. He ignored the spread once we had cases in the US because he didn't test. Today in NY alone: 7,152 cases of covid19; 2,950 new positive cases. 4,408 cases in NYC. 18% hospitalized",INFORMATIVE
